transaction_id,amount,failure_reason,recommended_action,priority,reason
TXN10707,47361.32,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10708,6136.54,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10709,20740.2,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10710,45652.56,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10711,216.94,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10712,1637.35,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10713,1625.57,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10714,10363.93,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10715,1321.14,UNKNOWN,REMINDER,LOW,Payment has remained unresolved for several days.
TXN10716,458.99,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10717,708.79,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10718,26809.98,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10719,25049.18,UNKNOWN,REMINDER,LOW,Payment has remained unresolved for several days.
TXN10720,5765.14,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10721,901.59,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10722,5797.29,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10723,301.77,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10724,8235.08,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10725,1671.02,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10726,41765.38,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10727,27237.65,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10728,15399.14,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10729,4655.67,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10730,1694.14,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10731,4474.64,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10732,5321.68,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10733,2031.31,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10734,5985.09,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10735,614.32,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10736,10164.25,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10737,16843.44,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10738,980.0,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10739,32892.61,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10740,1949.54,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10741,972.7,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10742,26001.19,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10743,37534.3,UNKNOWN,REMINDER,LOW,Payment has remained unresolved for several days.
TXN10744,31416.53,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10745,378.57,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10746,8400.42,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10747,44117.77,UNKNOWN,REMINDER,LOW,General recovery follow-up recommended.
TXN10748,1313.42,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10749,4478.62,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10750,4615.73,NETWORK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10751,18025.28,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10752,23608.92,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10753,2600.91,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10754,5684.2,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10755,1641.77,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10756,1642.45,UNKNOWN,REMINDER,LOW,Payment has remained unresolved for several days.
TXN10757,6249.08,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10758,270.2,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10759,295.23,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10760,4322.66,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10761,2056.77,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10762,35684.41,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10763,2604.97,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10764,1587.24,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10765,1046.27,NETWORK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10766,1469.37,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10767,1159.4,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10768,13141.45,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10769,5946.24,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10770,5633.26,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10771,47310.85,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10772,5869.89,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10773,41140.64,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10774,34926.9,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10775,8120.09,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10776,353.43,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10777,9740.95,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10778,9051.01,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10779,758.87,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10780,2563.61,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10781,17897.95,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10782,6991.05,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10783,33372.79,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10784,27540.32,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10785,4769.78,UNKNOWN,REMINDER,LOW,General recovery follow-up recommended.
TXN10786,3077.84,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10787,1845.15,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10788,9577.51,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10789,5064.93,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10790,10453.3,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10791,6370.58,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10792,3142.45,UNKNOWN,REMINDER,LOW,General recovery follow-up recommended.
TXN10793,36741.87,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10794,4031.99,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10795,13169.98,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10796,2187.44,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10797,289.82,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10798,1715.44,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10799,1641.92,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10800,48674.62,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10801,5541.44,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10802,7292.07,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10803,46879.5,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10804,4141.93,UNKNOWN,REMINDER,LOW,Payment has remained unresolved for several days.
TXN10805,13039.74,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10806,1015.92,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10807,1133.49,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10808,5447.43,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10809,38872.02,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10810,430.44,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10811,48826.72,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10812,44558.19,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10813,947.39,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10814,529.13,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10815,23586.42,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10816,37079.07,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10817,34438.38,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10818,1671.23,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10819,15529.82,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10820,8459.02,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10821,3702.59,NETWORK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10822,787.5,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10823,12255.27,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10824,35619.33,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10825,1619.27,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10826,8235.47,UNKNOWN,REMINDER,LOW,General recovery follow-up recommended.
TXN10827,37025.76,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10828,30012.21,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10829,7969.76,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10830,908.81,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10831,9551.02,UNKNOWN,REMINDER,LOW,General recovery follow-up recommended.
TXN10832,4436.3,UNKNOWN,REMINDER,LOW,Payment has remained unresolved for several days.
TXN10833,1649.34,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10834,1866.3,NETWORK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10835,1821.12,UNKNOWN,REMINDER,LOW,General recovery follow-up recommended.
TXN10836,3029.85,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10837,2958.98,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10838,14406.88,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10839,1099.65,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10840,6221.97,UNKNOWN,REMINDER,LOW,General recovery follow-up recommended.
TXN10841,32221.0,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10842,45244.21,UNKNOWN,REMINDER,LOW,Payment has remained unresolved for several days.
TXN10843,1814.61,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10844,210.75,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10845,459.24,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10846,38301.42,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10847,9316.02,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10848,282.58,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10849,45672.81,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10850,1149.1,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10851,23641.91,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10852,21745.3,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10853,39085.25,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10854,36821.62,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10855,3784.5,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10856,25245.88,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10857,2760.36,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10858,1829.53,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10859,29760.47,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10860,32839.66,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10861,7017.44,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10862,9135.7,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10863,29766.3,UNKNOWN,REMINDER,LOW,Payment has remained unresolved for several days.
TXN10864,29320.47,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10865,597.07,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10866,27288.53,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10867,5489.52,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10868,1589.54,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10869,45553.7,UNKNOWN,REMINDER,LOW,General recovery follow-up recommended.
TXN10870,41590.47,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10871,36773.93,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10872,2247.73,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10873,233.07,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10874,7505.66,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10875,9305.48,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10876,1522.79,NETWORK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10877,35467.72,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10878,3649.37,NETWORK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10879,8447.97,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10880,31339.14,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10881,44807.87,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10882,914.74,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10883,10393.87,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10884,4649.34,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10885,45718.58,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10886,613.62,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10887,25446.24,UNKNOWN,REMINDER,LOW,Payment has remained unresolved for several days.
TXN10888,3003.41,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10889,720.98,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10890,6160.94,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10891,6311.31,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10892,24636.78,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10893,26091.79,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10894,37421.54,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10895,19440.32,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10896,15970.72,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10897,2961.89,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10898,2887.25,UNKNOWN,REMINDER,LOW,General recovery follow-up recommended.
TXN10899,512.22,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10900,1870.71,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10901,22531.04,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10902,2393.17,NETWORK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10903,25630.12,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10904,6909.05,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10905,34459.79,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10906,493.38,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10907,3020.42,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10908,43657.59,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10909,1123.67,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10910,44410.13,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10911,1089.97,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10912,7954.2,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10913,1031.71,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10914,5742.41,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10915,1804.88,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10916,27953.27,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10917,30009.26,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10918,663.29,UNKNOWN,REMINDER,LOW,General recovery follow-up recommended.
TXN10919,8304.49,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10920,1728.98,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10921,24010.89,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10922,5025.81,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10923,17963.29,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10924,7125.04,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10925,8868.52,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10926,1529.1,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10927,48562.17,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10928,41278.1,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10929,1496.06,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10930,1888.44,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10931,475.06,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10932,286.11,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10933,481.17,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10934,5252.44,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10935,8873.8,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10936,12635.76,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10937,1394.47,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10938,4195.03,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10939,7273.97,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10940,41901.7,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10941,1531.56,NETWORK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10942,9034.3,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10943,9944.32,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
