transaction_id,ai_decision_explanation,ai_customer_message,explanation_source,message_source
TXN10800,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1079, your payment of ₹48,674.62 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10801,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1026, your payment of ₹5,541.44 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10802,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1045, your payment of ₹7,292.07 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10803,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is unknown, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹46,879.50 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10804,RecoverAI recommends a reminder because the payment remains recoverable but does not require an immediate technical retry.,"Hi Customer 1131, this is a reminder regarding your pending payment of ₹4,141.93. Please complete the payment at your convenience.",Local Fallback,Local Fallback
TXN10805,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is network error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹13,039.74 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10806,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1001, your payment of ₹1,015.92 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10807,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 65/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1006, your payment of ₹1,133.49 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10808,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is network error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹5,447.43 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10809,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1274, your payment of ₹38,872.02 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10810,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 65/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1234, your payment of ₹430.44 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10811,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹48,826.72 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10812,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is authentication failure, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹44,558.19 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10813,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is network error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.",Payment recovery for ₹947.39 has been paused after multiple unsuccessful attempts. Our support team will review the case.,Local Fallback,Local Fallback
TXN10814,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1240, your payment of ₹529.13 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10815,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1212, your payment of ₹23,586.42 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10816,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹37,079.07 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10817,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1160, your payment of ₹34,438.38 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10818,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1076, your payment of ₹1,671.23 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10819,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 90/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1119, your payment of ₹15,529.82 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10820,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1096, your payment of ₹8,459.02 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10821,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 80/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1038, your payment of ₹3,702.59 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10822,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.",Payment recovery for ₹787.50 has been paused after multiple unsuccessful attempts. Our support team will review the case.,Local Fallback,Local Fallback
TXN10823,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is authentication failure, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹12,255.27 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10824,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹35,619.33 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10825,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 75/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1220, your payment of ₹1,619.27 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10826,RecoverAI recommends a reminder because the payment remains recoverable but does not require an immediate technical retry.,"Hi Customer 1263, this is a reminder regarding your pending payment of ₹8,235.47. Please complete the payment at your convenience.",Local Fallback,Local Fallback
TXN10827,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is authentication failure, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹37,025.76 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10828,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 100/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1183, your payment of ₹30,012.21 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10829,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is authentication failure, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹7,969.76 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10830,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1000, your payment of ₹908.81 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10831,RecoverAI recommends a reminder because the payment remains recoverable but does not require an immediate technical retry.,"Hi Customer 1024, this is a reminder regarding your pending payment of ₹9,551.02. Please complete the payment at your convenience.",Local Fallback,Local Fallback
TXN10832,RecoverAI recommends a reminder because the payment remains recoverable but does not require an immediate technical retry.,"Hi Customer 1037, this is a reminder regarding your pending payment of ₹4,436.30. Please complete the payment at your convenience.",Local Fallback,Local Fallback
TXN10833,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹1,649.34 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10834,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 70/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1209, your payment of ₹1,866.30 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10835,RecoverAI recommends a reminder because the payment remains recoverable but does not require an immediate technical retry.,"Hi Customer 1093, this is a reminder regarding your pending payment of ₹1,821.12. Please complete the payment at your convenience.",Local Fallback,Local Fallback
TXN10836,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹3,029.85 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10837,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 60/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1058, your payment of ₹2,958.98 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10838,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is card expired, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹14,406.88 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10839,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1046, your payment of ₹1,099.65 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10840,RecoverAI recommends a reminder because the payment remains recoverable but does not require an immediate technical retry.,"Hi Customer 1130, this is a reminder regarding your pending payment of ₹6,221.97. Please complete the payment at your convenience.",Local Fallback,Local Fallback
TXN10841,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹32,221.00 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10842,RecoverAI recommends a reminder because the payment remains recoverable but does not require an immediate technical retry.,"Hi Customer 1089, this is a reminder regarding your pending payment of ₹45,244.21. Please complete the payment at your convenience.",Local Fallback,Local Fallback
TXN10843,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is authentication failure, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹1,814.61 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10844,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1164, your payment of ₹210.75 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10845,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1039, your payment of ₹459.24 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10846,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹38,301.42 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10847,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹9,316.02 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10848,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.",Payment recovery for ₹282.58 has been paused after multiple unsuccessful attempts. Our support team will review the case.,Local Fallback,Local Fallback
TXN10849,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹45,672.81 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10850,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1004, your payment of ₹1,149.10 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10851,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1280, your payment of ₹23,641.91 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10852,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1032, your payment of ₹21,745.30 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10853,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹39,085.25 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10854,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is unknown, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹36,821.62 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10855,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹3,784.50 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10856,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1299, your payment of ₹25,245.88 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10857,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is card expired, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹2,760.36 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10858,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is network error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹1,829.53 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10859,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1295, your payment of ₹29,760.47 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10860,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is card expired, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹32,839.66 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10861,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹7,017.44 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10862,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is network error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹9,135.70 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10863,RecoverAI recommends a reminder because the payment remains recoverable but does not require an immediate technical retry.,"Hi Customer 1246, this is a reminder regarding your pending payment of ₹29,766.30. Please complete the payment at your convenience.",Local Fallback,Local Fallback
TXN10864,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1096, your payment of ₹29,320.47 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10865,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is network error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.",Payment recovery for ₹597.07 has been paused after multiple unsuccessful attempts. Our support team will review the case.,Local Fallback,Local Fallback
TXN10866,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is network error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹27,288.53 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10867,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹5,489.52 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10868,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1126, your payment of ₹1,589.54 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10869,RecoverAI recommends a reminder because the payment remains recoverable but does not require an immediate technical retry.,"Hi Customer 1235, this is a reminder regarding your pending payment of ₹45,553.70. Please complete the payment at your convenience.",Local Fallback,Local Fallback
TXN10870,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 70/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1037, your payment of ₹41,590.47 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10871,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is network error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹36,773.93 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10872,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is card expired, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹2,247.73 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10873,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 85/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1196, your payment of ₹233.07 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10874,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1040, your payment of ₹7,505.66 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10875,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is authentication failure, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹9,305.48 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10876,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 100/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1129, your payment of ₹1,522.79 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10877,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 85/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1137, your payment of ₹35,467.72 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10878,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 80/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1124, your payment of ₹3,649.37 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10879,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹8,447.97 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10880,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is card expired, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹31,339.14 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10881,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹44,807.87 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10882,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is network error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.",Payment recovery for ₹914.74 has been paused after multiple unsuccessful attempts. Our support team will review the case.,Local Fallback,Local Fallback
TXN10883,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹10,393.87 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10884,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1016, your payment of ₹4,649.34 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10885,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹45,718.58 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10886,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 80/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1234, your payment of ₹613.62 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10887,RecoverAI recommends a reminder because the payment remains recoverable but does not require an immediate technical retry.,"Hi Customer 1244, this is a reminder regarding your pending payment of ₹25,446.24. Please complete the payment at your convenience.",Local Fallback,Local Fallback
TXN10888,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1111, your payment of ₹3,003.41 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10889,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 55/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1060, your payment of ₹720.98 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10890,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 95/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1252, your payment of ₹6,160.94 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10891,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 65/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1190, your payment of ₹6,311.31 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10892,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹24,636.78 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10893,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1221, your payment of ₹26,091.79 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10894,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1118, your payment of ₹37,421.54 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10895,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is card expired, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹19,440.32 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10896,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1272, your payment of ₹15,970.72 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10897,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is authentication failure, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹2,961.89 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10898,RecoverAI recommends a reminder because the payment remains recoverable but does not require an immediate technical retry.,"Hi Customer 1127, this is a reminder regarding your pending payment of ₹2,887.25. Please complete the payment at your convenience.",Local Fallback,Local Fallback
TXN10899,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1297, your payment of ₹512.22 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10900,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 80/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1085, your payment of ₹1,870.71 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10901,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹22,531.04 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10902,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 80/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1292, your payment of ₹2,393.17 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10903,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹25,630.12 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10904,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is unknown, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹6,909.05 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
